POSLOG: Task 2 started for participant
POSLOG: Task 2.1 started with visuals: False
POSLOG: X: -200.5, Y:-4.919981, Z: 52.11
POSLOG: X: -200.6633, Y:-4.917552, Z: 52.11336
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6663, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11331
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
POSLOG: X: -200.6662, Y:-4.917552, Z: 52.11332
