POSLOG: Task 2.2 started with visuals: False
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82005
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82005
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82005
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82007
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82007
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82007
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82008
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82008
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82008
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82008
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82008
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82008
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82011
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82011
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82011
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82011
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82012
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82013
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82013
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82013
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82013
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82013
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82013
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82013
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82013
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82013
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82013
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82013
POSLOG: X: -358.52, Y:-4.867552, Z: 56.82013
